standard_id,query,expected_tier_name,expected_factor_name,expected_scope3_category,top3_hit,first_choice_hit,hit_terms,result_tier,best_name,best_source,best_similarity,latency_sec
RB-00711,奶粉 購買商品之上游排放 公噸,Tier 1 - 台灣本地,鮮乳,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.0923747920000011
RB-00712,PET 瓶坯 購買商品之上游排放 kg,Tier 1 - 台灣本地,再生料-廢容器-PET廢塑膠片,,False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.13571916600000122
RB-00713,食鹽 購買商品之上游排放 公噸,Tier 1 - 台灣本地,鹽酸，37％,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09853708299999653
RB-00714,砂糖 購買商品之上游排放 公噸,Tier 1 - 台灣本地,甘蔗吸管,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09737712499999418
RB-00715,砂糖 購買商品之上游排放 公噸,Tier 1 - 台灣本地,甘蔗吸管,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09680924999999263
RB-00716,食鹽 購買商品之上游排放 公噸,Tier 1 - 台灣本地,鹽酸，37％,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09675345799999491
RB-00717,PET 瓶坯 購買商品之上游排放 kg,Tier 1 - 台灣本地,再生料-廢容器-PET廢塑膠片,,False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.12779312499999662
RB-00718,PET 瓶坯 購買商品之上游排放 kg,Tier 1 - 台灣本地,再生料-廢容器-PET廢塑膠片,,False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.12464516699999706
RB-00719,玉米澱粉 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Pop-corn or air-popped maize, unsalted",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09501312499999415
RB-00720,可可粉 購買商品之上游排放 公噸,Tier 1 - 台灣本地,芝麻粉,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09425908400000083
RB-00721,奶粉 購買商品之上游排放 公噸,Tier 1 - 台灣本地,鮮乳,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09454058299999701
RB-00722,可可粉 購買商品之上游排放 公噸,Tier 1 - 台灣本地,芝麻粉,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09506241700000828
RB-00723,PET 瓶坯 購買商品之上游排放 kg,Tier 1 - 台灣本地,再生料-廢容器-PET廢塑膠片,,False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.12758687500000576
RB-00724,食品級CO2 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Smoked lardoons, raw",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09498720800000626
RB-00725,麵粉 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Wheat flour, type 55 (for pastry)",,False,False,,1,麵粉,Taiwan EPA,1.0,0.0971005410000032
RB-00726,食用油(大豆油) 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Soybean oil, crude, degummed at coast USA",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09993904200000259
RB-00727,食用油(大豆油) 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Soybean oil, crude, degummed at coast USA",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.10022279199999673
RB-00728,玻璃瓶 購買商品之上游排放 kg,Tier 1 - 台灣本地,玻璃容器,,False,False,,1,不鏽鋼冷軋鋼捲,Taiwan EPA,1.0,0.13556820799999514
RB-00729,鋁罐 購買商品之上游排放 kg,Tier 1 - 台灣本地,再生料-廢鋁容器-鋁錠,,False,False,,1,不鏽鋼冷軋鋼捲,Taiwan EPA,1.0,0.12913858299999958
RB-00730,奶粉 購買商品之上游排放 公噸,Tier 1 - 台灣本地,鮮乳,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09753095800000722
RB-00731,塑膠膜包材 購買商品之上游排放 kg,Tier 1 - 台灣本地,再生料-廢容器-PE廢塑膠片,,False,False,,1,不鏽鋼冷軋鋼捲,Taiwan EPA,1.0,0.15704337500000065
RB-00732,麵粉 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Wheat flour, type 55 (for pastry)",,False,False,,1,麵粉,Taiwan EPA,1.0,0.09800554199999567
RB-00733,電力 購買商品之上游排放 kwh,Tier 1 - 台灣本地,電力排放係數(2011),,False,False,,1,電力間接碳足跡(2021),Taiwan EPA,0.9500000000000001,0.09320866699999897
RB-00734,自來水 購買商品之上游排放 度,Tier 1 - 台灣本地,工業用水（韓國，1998）,,False,False,,1,臺北自來水(2020),Taiwan EPA,0.925,0.08967533300000241
RB-00735,處置 一般事業廢棄物-焚化 mt,Tier 1 - 台灣本地,廢棄物掩埋清理服務(南部科學工業園區-台南園區),,True,False,2:廢棄物掩埋清理服務 南部科學工業園區-台南園區,1,廢棄物焚化處理服務(苗栗縣垃圾焚化廠),Taiwan EPA,0.9039684176445008,0.13339675000000284
RB-00736,處置 一般事業廢棄物-掩埋 mt,Tier 1 - 台灣本地,廢棄物掩埋清理服務(南部科學工業園區-台南園區),,True,True,1:廢棄物掩埋清理服務 南部科學工業園區-台南園區,1,廢棄物掩埋清理服務(南部科學工業園區-台南園區),Taiwan EPA,0.9021822452545166,0.09421658300000502
RB-00737,運輸 一般事業廢棄物-運輸 tkm,Tier 1 - 台灣本地,以柴油動力垃圾車清除運輸一般廢棄物,,True,True,1:以柴油動力垃圾車清除運輸一般廢棄物 | 3:以柴油動力垃圾車清除運輸一般廢棄物,1,以柴油動力垃圾車清除運輸一般廢棄物,Taiwan EPA,0.9500000000000001,0.09621804200000383
RB-00738,氨(NH3)冷媒 冷媒補充-氨冷凍系統 逸散 (F) 公噸,Tier 1 - 台灣本地,氮氣,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.1033594579999999
RB-00739,氨(NH3)冷媒 冷媒補充-中、大型冷凍、冷藏裝備 逸散 (F) 公噸,Tier 1 - 台灣本地,氮氣,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.10800962500000821
RB-00740,氨(NH3)冷媒 冷媒補充-中、大型冷凍、冷藏裝備 逸散 (F) 公噸,Tier 1 - 台灣本地,氮氣,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.10822350000000824
RB-00741,氨(NH3)冷媒 冷媒補充-氨冷凍系統 逸散 (F) 公噸,Tier 1 - 台灣本地,氮氣,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.10349175000000344
RB-00742,氨(NH3)冷媒 冷媒補充-氨冷凍系統 逸散 (F) 公噸,Tier 1 - 台灣本地,氮氣,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.10372312500000191
RB-00743,其他電力 其他未分類製程-其他未歸類設施 外購電力 千度,Tier 2 - 國際產業,"Electricity Low Voltage, domestic use General",,True,True,1:electricity low voltage domestic use general | 2:electricity | 3:electricity,2,"Electricity Low Voltage, domestic use General",Idemat,0.7827832698822021,0.10134995800000013
RB-00744,柴油 引擎發電程序-柴油引擎 固定 (E) 公秉,Tier 1 - 台灣本地,柴油（於水路運輸移動源使用，2017）,,False,False,,1,柴油(未燃燒，2022),Taiwan EPA/MOE,1.0,0.10131070799999975
RB-00745,柴油 交通運輸活動-運輸作業車輛 移動 (T) 公秉,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2016）,,True,False,3:柴油 於鐵路運輸與非道路運輸移動源使用,1,柴油(於捕撈移動源使用，2021),Taiwan EPA,1.0,0.09998350000000755
RB-00746,車用汽油 交通運輸活動-運輸作業車輛 移動 (T) 公秉,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2016）,,False,False,,1,車用汽油(於移動源使用，2021),Taiwan EPA,1.0,0.09897637499999234
RB-00747,車用汽油 非製造程序-堆高機 移動 (T) 公秉,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2018）,,False,False,,1,車用汽油(於移動源使用，2021),Taiwan EPA,1.0,0.09899175000001037
RB-00748,滅火器 消防活動-消防設施 逸散 (F) 公噸,Tier 2 - 國際產業,Blast furnace gas,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09964095899999847
RB-00749,水肥 水肥處理程序-化糞池 逸散 (F) 人小時,Tier 1 - 台灣本地,廢(污)水處理服務(科技部新竹科學工業園區管理局竹南園區污水處理廠),,False,False,,2,Sewage Treatment Facilities,EPA Supply Chain v1.3.0,0.7956345677375793,0.10165962499999637
RB-00750,乙炔 維修保養程序-其他未歸類設施 製程 (P) 公噸,Tier 1 - 台灣本地,再生料-廢壓縮機/廢馬達二次拆解-廢鋁,,False,False,,1,乙炔,Taiwan EPA,1.0,0.10030808399999103
RB-00751,銲條、棒 維修保養程序-點焊設施 製程 (P) 公噸,Tier 2 - 國際產業,"Mechanical recycled pellets (rPET, rPE, rPP, rPVC), downcycl",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.1003690000000006
RB-00752,R-508A，HFC-23/PFC-116(39.0/61.0) 冷媒補充-獨立商用冷凍、冷藏裝備 逸散 (F) 公噸,Tier 2 - 國際產業,R-134a,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.11431083399999409
RB-00753,HFC-32/R-32二氟甲烷，CH2F2 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.10690654200000438
RB-00754,HFC-32/R-32二氟甲烷，CH2F2 冷媒補充-家用冷凍、冷藏裝備 逸散 (F) 公噸,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.10919441699999766
RB-00755,冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0) 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.11806537500000047
RB-00756,R-508A，HFC-23/PFC-116(39.0/61.0) 冷媒補充-獨立商用冷凍、冷藏裝備 逸散 (F) 公噸,Tier 2 - 國際產業,R-134a,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.11378266699999529
RB-00757,HFC-32/R-32二氟甲烷，CH2F2 冷媒補充-中、大型冷凍、冷藏裝備 逸散 (F) 公噸,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.11112341700000172
RB-00758,HFC-23/R-23三氟甲烷，CHF3 冷媒補充-家用冷凍、冷藏裝備 逸散 (F) 公噸,Tier 1 - 台灣本地,"四氫呋喃(1,3-丁二烯製程)",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.10886879199999555
RB-00759,HFC-23/R-23三氟甲烷，CHF3 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.10639650000000245
RB-00760,R-507A，HFC-125/HFC-143a(50.0/50.0) 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.10969562500000052
RB-00761,HFC-23/R-23三氟甲烷，CHF3 冷媒補充-中、大型冷凍、冷藏裝備 逸散 (F) 公噸,Tier 1 - 台灣本地,"四氫呋喃(1,3-丁二烯製程)",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.11075141700000302
RB-00762,"HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4 冷媒補充-中、大型冷凍、冷藏裝備 逸散 (F) 公噸",Tier 2 - 國際產業,R-134a,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.11471208400000421
RB-00763,冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0) 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.11753304200000514
RB-00764,採購貨物上游運輸與配送產生之排放 陸運 -- tkm,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),,False,False,,3,Other land transportation services,EXIOBASE,0.82,0.001756375000013577
RB-00765,貨物下游運輸與配送產生之排放 陸運 -- tkm,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),,False,False,,3,Other land transportation services,EXIOBASE,0.82,0.0014614159999979393
RB-00766,採購貨物上游運輸與配送產生之排放 海運 -- tkm,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),,False,False,,3,Other land transportation services,EXIOBASE,0.77,0.0015324159999892117
RB-00767,貨物下游運輸與配送產生之排放 海運 -- tkm,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),,False,False,,3,Other land transportation services,EXIOBASE,0.77,0.00147333300000696
RB-00768,採購貨物上游運輸與配送產生之排放 空運 -- tkm,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),,False,False,,3,Other land transportation services,EXIOBASE,0.77,0.0014914580000038313
RB-00769,貨物下游運輸與配送產生之排放 空運 -- tkm,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),,False,False,,3,Other land transportation services,EXIOBASE,0.77,0.0014834579999956077
RB-00770,麵粉 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Wheat flour, type 55 (for pastry)",,False,False,,1,麵粉,Taiwan EPA,1.0,0.09587179199999696
RB-00771,檸檬酸 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Lemonade, with sugar and artificial sweetener(s)",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09560295900000426
RB-00772,PET 瓶坯 購買商品之上游排放 kg,Tier 1 - 台灣本地,再生料-廢容器-PET廢塑膠片,,False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.12791350000000534
RB-00773,食鹽 購買商品之上游排放 公噸,Tier 1 - 台灣本地,鹽酸，37％,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09634649999999567
RB-00774,PET 瓶坯 購買商品之上游排放 kg,Tier 1 - 台灣本地,再生料-廢容器-PET廢塑膠片,,False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.1283120000000082
RB-00775,玉米澱粉 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Pop-corn or air-popped maize, unsalted",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09603591600000527
RB-00776,酵母 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Baker's yeast, dehydrated",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09649887499999465
RB-00777,食用油(大豆油) 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Soybean oil, crude, degummed at coast USA",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.0990197920000071
RB-00778,PET 瓶坯 購買商品之上游排放 kg,Tier 1 - 台灣本地,再生料-廢容器-PET廢塑膠片,,False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.1285901670000129
RB-00779,食用油(大豆油) 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Soybean oil, crude, degummed at coast USA",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09943595900000446
RB-00780,鋁罐 購買商品之上游排放 kg,Tier 1 - 台灣本地,再生料-廢鋁容器-鋁錠,,False,False,,1,不鏽鋼冷軋鋼捲,Taiwan EPA,1.0,0.12817462499999976
RB-00781,塑膠膜包材 購買商品之上游排放 kg,Tier 1 - 台灣本地,再生料-廢容器-PE廢塑膠片,,False,False,,1,不鏽鋼冷軋鋼捲,Taiwan EPA,1.0,0.1566964580000132
RB-00782,果糖 購買商品之上游排放 公噸,Tier 1 - 台灣本地,芝麻粉,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09926645900000608
RB-00783,食品級CO2 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Smoked lardoons, raw",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.0972835830000065
RB-00784,食鹽 購買商品之上游排放 公噸,Tier 1 - 台灣本地,鹽酸，37％,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.0973476249999976
RB-00785,PET 瓶坯 購買商品之上游排放 kg,Tier 1 - 台灣本地,再生料-廢容器-PET廢塑膠片,,False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.16808337500000903
RB-00786,奶粉 購買商品之上游排放 公噸,Tier 1 - 台灣本地,鮮乳,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.0973445000000055
RB-00787,食用油(棕櫚油) 購買商品之上游排放 公噸,Tier 1 - 台灣本地,燃料油使用(蒸餘油/重油使用，2014),,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.1004088749999994
RB-00788,酵母 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Baker's yeast, dehydrated",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09745449999999778
RB-00789,生乳 購買商品之上游排放 公噸,Tier 1 - 台灣本地,沐浴乳(30ml，瓶裝包裝),,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09921216699999036
RB-00790,玻璃瓶 購買商品之上游排放 kg,Tier 1 - 台灣本地,玻璃容器,,False,False,,1,不鏽鋼冷軋鋼捲,Taiwan EPA,1.0,0.13166879099999562
RB-00791,檸檬酸 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Lemonade, with sugar and artificial sweetener(s)",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09700170899999705
RB-00792,可可粉 購買商品之上游排放 公噸,Tier 1 - 台灣本地,芝麻粉,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09697908399999733
RB-00793,可可粉 購買商品之上游排放 公噸,Tier 1 - 台灣本地,芝麻粉,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09694162499999948
RB-00794,塑膠膜包材 購買商品之上游排放 kg,Tier 1 - 台灣本地,再生料-廢容器-PE廢塑膠片,,False,False,,1,不鏽鋼冷軋鋼捲,Taiwan EPA,1.0,0.15671733300000312
RB-00795,PET 瓶坯 購買商品之上游排放 kg,Tier 1 - 台灣本地,再生料-廢容器-PET廢塑膠片,,False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.13009520900000382
RB-00796,砂糖 購買商品之上游排放 公噸,Tier 1 - 台灣本地,甘蔗吸管,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09708916699999293
RB-00797,瓦楞紙箱 購買商品之上游排放 kg,Tier 1 - 台灣本地,食品包裝紙容器,,False,False,,1,不鏽鋼冷軋鋼捲,Taiwan EPA,1.0,0.1447371249999918
RB-00798,塑膠膜包材 購買商品之上游排放 kg,Tier 1 - 台灣本地,再生料-廢容器-PE廢塑膠片,,False,False,,1,不鏽鋼冷軋鋼捲,Taiwan EPA,1.0,0.15611708299999805
RB-00799,可可粉 購買商品之上游排放 公噸,Tier 1 - 台灣本地,芝麻粉,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09701883399999645
RB-00800,PET 瓶坯 購買商品之上游排放 kg,Tier 1 - 台灣本地,再生料-廢容器-PET廢塑膠片,,False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.12893066700000588
RB-00801,奶粉 購買商品之上游排放 公噸,Tier 1 - 台灣本地,鮮乳,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09726575000000537
RB-00802,玉米澱粉 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Pop-corn or air-popped maize, unsalted",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09726108299999225
RB-00803,食用油(棕櫚油) 購買商品之上游排放 公噸,Tier 1 - 台灣本地,燃料油使用(蒸餘油/重油使用，2014),,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.1001139170000016
RB-00804,麵粉 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Wheat flour, type 55 (for pastry)",,False,False,,1,麵粉,Taiwan EPA,1.0,0.09710679200000527
RB-00805,果糖 購買商品之上游排放 公噸,Tier 1 - 台灣本地,芝麻粉,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09667008300000646
RB-00806,電力 購買商品之上游排放 kwh,Tier 1 - 台灣本地,電力排放係數(2011),,False,False,,1,電力間接碳足跡(2021),Taiwan EPA,0.9500000000000001,0.0924913750000087
RB-00807,自來水 購買商品之上游排放 度,Tier 1 - 台灣本地,工業用水（韓國，1998）,,False,False,,1,臺北自來水(2020),Taiwan EPA,0.925,0.08964541699999984
RB-00808,處置 一般事業廢棄物-焚化 mt,Tier 1 - 台灣本地,廢棄物掩埋清理服務(南部科學工業園區-台南園區),,True,False,2:廢棄物掩埋清理服務 南部科學工業園區-台南園區,1,廢棄物焚化處理服務(苗栗縣垃圾焚化廠),Taiwan EPA,0.9039684176445008,0.0943794579999917
RB-00809,處置 一般事業廢棄物-掩埋 mt,Tier 1 - 台灣本地,廢棄物掩埋清理服務(南部科學工業園區-台南園區),,True,True,1:廢棄物掩埋清理服務 南部科學工業園區-台南園區,1,廢棄物掩埋清理服務(南部科學工業園區-台南園區),Taiwan EPA,0.9021822452545166,0.09456041700001094
RB-00810,運輸 一般事業廢棄物-運輸 tkm,Tier 1 - 台灣本地,以柴油動力垃圾車清除運輸一般廢棄物,,True,True,1:以柴油動力垃圾車清除運輸一般廢棄物 | 3:以柴油動力垃圾車清除運輸一般廢棄物,1,以柴油動力垃圾車清除運輸一般廢棄物,Taiwan EPA,0.9500000000000001,0.09530149999999082
RB-00811,氨(NH3)冷媒 冷媒補充-氨冷凍系統 逸散 (F) 公噸,Tier 1 - 台灣本地,氮氣,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.10271699999999839
RB-00812,氨(NH3)冷媒 冷媒補充-中、大型冷凍、冷藏裝備 逸散 (F) 公噸,Tier 1 - 台灣本地,氮氣,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.10746299999999565
