製程及設施名稱,原燃物料或產品名稱,排放型式,活動數據,活動數據單位,數據來源表單名稱,保存單位,活動數據種類,match_status,match_mode,matched_tier,matched_tier_name,matched_name,matched_emission_factor,matched_unit,matched_source,matched_region,matched_base_year,matched_similarity,match_warning,candidate_count,query_text,source_type,source_sheet,calculated_co2e_kg,calculated_co2e_t,calculation_status,calculation_basis
冷媒補充-冰水機,冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0),逸散 (F),0.0016,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,TW,2015,0.807175099849701,,1,冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0) 冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0) 冷媒補充-冰水機 逸散 (F) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,0.768,0.000768,已計算,活動數據 0.0016 公噸 -> 1.6 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-冰水機,PFC-14，四氟化碳，CF4,逸散 (F),0.0004,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,TW,2015,0.808542430400848,,2,PFC-14，四氟化碳，CF4 PFC-14，四氟化碳，CF4 冷媒補充-冰水機 逸散 (F) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,0.192,0.000192,已計算,活動數據 0.0004 公噸 -> 0.4 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-住宅及商業建築冷氣機,"HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4",逸散 (F),0.0051,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,TW,2015,0.836208581924438,,3,"HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4 HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸",table4_activity_csv,表4-1_鋼鐵業_合成,2.448,0.002448,已計算,活動數據 0.0051 公噸 -> 5.1 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-住宅及商業建築冷氣機,PFC-14，四氟化碳，CF4,逸散 (F),0.0006,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,TW,2015,0.832316100597382,,3,PFC-14，四氟化碳，CF4 PFC-14，四氟化碳，CF4 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,0.288,0.000288,已計算,活動數據 0.0006 公噸 -> 0.6 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-住宅及商業建築冷氣機,R-508A，HFC-23/PFC-116(39.0/61.0),逸散 (F),0.0003,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,TW,2015,0.826433718204498,,1,R-508A，HFC-23/PFC-116(39.0/61.0) R-508A，HFC-23/PFC-116(39.0/61.0) 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,0.144,0.000144,已計算,活動數據 0.0003 公噸 -> 0.3 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-住宅及商業建築冷氣機,"HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4",逸散 (F),0.0054,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,TW,2015,0.836208581924438,,3,"HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4 HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸",table4_activity_csv,表4-1_鋼鐵業_合成,2.592,0.002592,已計算,活動數據 0.0054 公噸 -> 5.4 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-中、大型冷凍、冷藏裝備,"HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4",逸散 (F),0.0016,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,2,Tier 2 - 國際產業,R-134a,0.038316904,kg CO2e/kg ,Idemat,EU,2024,0.854765474796295,此為國際平均值，實際情況可能因地區而異,3,"HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4 HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4 冷媒補充-中、大型冷凍、冷藏裝備 逸散 (F) 公噸",table4_activity_csv,表4-1_鋼鐵業_合成,0.0613070464,0.0000613070464,已計算,活動數據 0.0016 公噸 -> 1.6 kg; * factor (公噸/t/mt 轉 kg)
陸運,採購貨物上游運輸與配送產生之排放,--,"2,344,560.7566",tkm,ERP、Google map、marine online,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),0.0334,tkm,Taiwan EPA,TW,2016,0.823974549770355,,3,採購貨物上游運輸與配送產生之排放 採購貨物上游運輸與配送產生之排放 陸運 -- tkm,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=tkm, factor_unit=tkm"
陸運,貨物下游運輸與配送產生之排放,--,"2,317,316.5793",tkm,ERP、Google map、marine online,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),0.0334,tkm,Taiwan EPA,TW,2016,0.824778079986572,,3,貨物下游運輸與配送產生之排放 貨物下游運輸與配送產生之排放 陸運 -- tkm,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=tkm, factor_unit=tkm"
海運,採購貨物上游運輸與配送產生之排放,--,"66,060.4794",tkm,ERP、Google map、marine online,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),0.0334,tkm,Taiwan EPA,TW,2016,0.830972790718079,,3,採購貨物上游運輸與配送產生之排放 採購貨物上游運輸與配送產生之排放 海運 -- tkm,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=tkm, factor_unit=tkm"
海運,貨物下游運輸與配送產生之排放,--,"930,288.3721",tkm,ERP、Google map、marine online,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),0.0334,tkm,Taiwan EPA,TW,2016,0.838290452957153,,3,貨物下游運輸與配送產生之排放 貨物下游運輸與配送產生之排放 海運 -- tkm,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=tkm, factor_unit=tkm"
空運,採購貨物上游運輸與配送產生之排放,--,"41,955.2120",tkm,ERP、Google map、marine online,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),0.0334,tkm,Taiwan EPA,TW,2016,0.815870583057404,,3,採購貨物上游運輸與配送產生之排放 採購貨物上游運輸與配送產生之排放 空運 -- tkm,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=tkm, factor_unit=tkm"
空運,貨物下游運輸與配送產生之排放,--,"58,062.7639",tkm,ERP、Google map、marine online,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),0.0334,tkm,Taiwan EPA,TW,2016,0.820226073265076,,3,貨物下游運輸與配送產生之排放 貨物下游運輸與配送產生之排放 空運 -- tkm,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=tkm, factor_unit=tkm"
購買商品之上游排放,石灰石,,"9,921.7132",公噸,ERP,財務,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,水泥砂漿(1:2),625,m3,Taiwan EPA,TW,2015,0.815107226371765,,3,石灰石 石灰石 limestone calcium carbonate 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=m3"
購買商品之上游排放,潤滑油,,36.6139,公秉,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,燃料油使用(蒸餘油/重油使用，2015),4,l,Taiwan EPA,TW,2017,0.813111186027527,,3,潤滑油 潤滑油 購買商品之上游排放 公秉,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
購買商品之上游排放,矽鐵,,"7,469.5491",公噸,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,多晶矽晶片,175,kg,Taiwan EPA,TW,2017,0.815178990364075,,2,矽鐵 矽鐵 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,1307171092.5,1307171.0925,已計算,活動數據 7469.55 公噸 -> 7.46955e+06 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,鋅錠(鍍鋅),,745.2489,公噸,ERP,財務,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生鋅錠,0.04,kg,Taiwan EPA,TW,2017,0.814724922180176,,3,鋅錠(鍍鋅) 鋅錠(鍍鋅) 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,29809.956,29.809956,已計算,活動數據 745.249 公噸 -> 745249 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,潤滑油,,9.5474,公秉,ERP,財務,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,燃料油使用(蒸餘油/重油使用，2015),4,l,Taiwan EPA,TW,2017,0.813111186027527,,3,潤滑油 潤滑油 購買商品之上游排放 公秉,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
購買商品之上游排放,潤滑油,,38.1582,公秉,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,燃料油使用(蒸餘油/重油使用，2015),4,l,Taiwan EPA,TW,2017,0.813111186027527,,3,潤滑油 潤滑油 購買商品之上游排放 公秉,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
購買商品之上游排放,石灰石,,"38,076.3423",公噸,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,水泥砂漿(1:2),625,m3,Taiwan EPA,TW,2015,0.815107226371765,,3,石灰石 石灰石 limestone calcium carbonate 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=m3"
購買商品之上游排放,氬氣,,"32,056.2375",M3,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,車用汽油(於移動源使用，2015),3.1,l,Taiwan EPA,TW,2017,0.804507255554199,,3,氬氣 氬氣 購買商品之上游排放 M3,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=M3, factor_unit=l"
購買商品之上游排放,鋅錠(鍍鋅),,"4,741.8948",公噸,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生鋅錠,0.04,kg,Taiwan EPA,TW,2017,0.814724922180176,,3,鋅錠(鍍鋅) 鋅錠(鍍鋅) 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,189675.792,189.675792,已計算,活動數據 4741.89 公噸 -> 4.74189e+06 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,石墨電極,,683.4531,公噸,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,Graphite for batteries,10.32144737,kg CO2e/kg ,Idemat,EU,2024,0.779628276824951,此為國際平均值，實際情況可能因地區而異,3,石墨電極 石墨電極 graphite electrode 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,7054225.20151335,7054.22520151335,已計算,活動數據 683.453 公噸 -> 683453 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,白雲石,,"13,203.9128",公噸,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",0.144,kg CO2e/2022 USD,EPA Supply Chain v1.3.0,US,2022,0.762491583824158,此為國際平均值，實際情況可能因地區而異,3,白雲石 白雲石 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=kg CO2e/2022 USD"
購買商品之上游排放,錳鐵,,536.3956,公噸,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,錳(未經塑性加工),6.98,kg,Taiwan EPA,TW,2017,0.81147825717926,,3,錳鐵 錳鐵 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,3744041.288,3744.041288,已計算,活動數據 536.396 公噸 -> 536396 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,石灰石,,"7,383.5386",公噸,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,水泥砂漿(1:2),625,m3,Taiwan EPA,TW,2015,0.815107226371765,,3,石灰石 石灰石 limestone calcium carbonate 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=m3"
購買商品之上游排放,鎳鐵,,414.3826,公噸,ERP,財務,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢鐵容器-碎鐵,0.25,kg,Taiwan EPA,TW,2015,0.812981486320496,,2,鎳鐵 鎳鐵 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,103595.65,103.59565,已計算,活動數據 414.383 公噸 -> 414383 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,鋅錠(鍍鋅),,242.3285,公噸,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生鋅錠,0.04,kg,Taiwan EPA,TW,2017,0.814724922180176,,3,鋅錠(鍍鋅) 鋅錠(鍍鋅) 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,9693.14,9.69314,已計算,活動數據 242.328 公噸 -> 242328 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,矽鐵,,520.7011,公噸,ERP,財務,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,多晶矽晶片,175,kg,Taiwan EPA,TW,2017,0.815178990364075,,2,矽鐵 矽鐵 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,91122692.5,91122.6925,已計算,活動數據 520.701 公噸 -> 520701 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,錳鐵,,"6,706.6126",公噸,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,錳(未經塑性加工),6.98,kg,Taiwan EPA,TW,2017,0.81147825717926,,3,錳鐵 錳鐵 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,46812155.948,46812.155948,已計算,活動數據 6706.61 公噸 -> 6.70661e+06 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,白雲石,,"2,796.7376",公噸,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",0.144,kg CO2e/2022 USD,EPA Supply Chain v1.3.0,US,2022,0.762491583824158,此為國際平均值，實際情況可能因地區而異,3,白雲石 白雲石 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=kg CO2e/2022 USD"
購買商品之上游排放,廢鋼,,"360,808.8454",公噸,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢汽車-碎鐵(鋼),0.3268,kg,Taiwan EPA,TW,2014,0.840326249599457,,3,廢鋼 廢鋼 scrap steel 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,117912330.67672,117912.33067672,已計算,活動數據 360809 公噸 -> 3.60809e+08 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,錳鐵,,"4,228.8531",公噸,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,錳(未經塑性加工),6.98,kg,Taiwan EPA,TW,2017,0.81147825717926,,3,錳鐵 錳鐵 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,29517394.638,29517.394638,已計算,活動數據 4228.85 公噸 -> 4.22885e+06 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,白雲石,,"6,967.3181",公噸,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",0.144,kg CO2e/2022 USD,EPA Supply Chain v1.3.0,US,2022,0.762491583824158,此為國際平均值，實際情況可能因地區而異,3,白雲石 白雲石 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=kg CO2e/2022 USD"
購買商品之上游排放,氬氣,,"99,633.4158",M3,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,車用汽油(於移動源使用，2015),3.1,l,Taiwan EPA,TW,2017,0.804507255554199,,3,氬氣 氬氣 購買商品之上游排放 M3,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=M3, factor_unit=l"
購買商品之上游排放,氬氣,,"80,984.3168",M3,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,車用汽油(於移動源使用，2015),3.1,l,Taiwan EPA,TW,2017,0.804507255554199,,3,氬氣 氬氣 購買商品之上游排放 M3,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=M3, factor_unit=l"
購買商品之上游排放,白雲石,,"16,634.1210",公噸,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",0.144,kg CO2e/2022 USD,EPA Supply Chain v1.3.0,US,2022,0.762491583824158,此為國際平均值，實際情況可能因地區而異,3,白雲石 白雲石 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=kg CO2e/2022 USD"
購買商品之上游排放,鋅錠(鍍鋅),,504.5538,公噸,ERP,財務,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生鋅錠,0.04,kg,Taiwan EPA,TW,2017,0.814724922180176,,3,鋅錠(鍍鋅) 鋅錠(鍍鋅) 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,20182.152,20.182152,已計算,活動數據 504.554 公噸 -> 504554 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,生鐵,,"106,638.4861",公噸,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢鐵容器-碎鐵,0.25,kg,Taiwan EPA,TW,2015,0.805495083332062,,1,生鐵 生鐵 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,26659621.525,26659.621525,已計算,活動數據 106638 公噸 -> 1.06638e+08 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,廢鋼,,"50,955.1111",公噸,ERP,財務,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢汽車-碎鐵(鋼),0.3268,kg,Taiwan EPA,TW,2014,0.840326249599457,,3,廢鋼 廢鋼 scrap steel 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,16652130.30748,16652.13030748,已計算,活動數據 50955.1 公噸 -> 5.09551e+07 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,軋輥,,553.9230,公噸,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",0.144,kg CO2e/2022 USD,EPA Supply Chain v1.3.0,US,2022,0.765548050403595,此為國際平均值，實際情況可能因地區而異,3,軋輥 軋輥 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=kg CO2e/2022 USD"
購買商品之上游排放,石灰石,,"9,456.5052",公噸,ERP,財務,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,水泥砂漿(1:2),625,m3,Taiwan EPA,TW,2015,0.815107226371765,,3,石灰石 石灰石 limestone calcium carbonate 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=m3"
購買商品之上游排放,電力,,"14,687,900.8353",kwh,台電電費單,總務課,連續量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,電力排放係數(2011),0.536,kwh,Taiwan EPA,TW,2013,0.852146685123444,,3,電力 電力 electricity power 購買商品之上游排放 kwh,table4_activity_csv,表4-1_鋼鐵業_合成,7872714.8477208,7872.7148477208,已計算,活動數據 1.46879e+07 kwh -> 1.46879e+07 kWh; * factor
購買商品之上游排放,自來水,,"372,257.1613",度,台灣自來水水費單,總務課,連續量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,工業用水（韓國，1998）,0.000102,kg,Taiwan EPA,TW,2018,0.808700561523438,,1,自來水 自來水 購買商品之上游排放 度,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=度, factor_unit=kg"
一般事業廢棄物-焚化,處置,,"1,935.9501",mt,環境部申報紀錄,環保課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,廢棄物掩埋清理服務(南部科學工業園區-台南園區),7.07,mt,Taiwan EPA,TW,2014,0.871357083320618,,3,處置 處置 一般事業廢棄物-焚化 mt,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=mt, factor_unit=mt"
一般事業廢棄物-掩埋,處置,,412.7173,mt,環境部申報紀錄,環保課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,廢棄物掩埋清理服務(南部科學工業園區-台南園區),7.07,mt,Taiwan EPA,TW,2014,0.862284481525421,,3,處置 處置 一般事業廢棄物-掩埋 mt,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=mt, factor_unit=mt"
一般事業廢棄物-運輸,運輸,,"24,521.1273",tkm,環境部申報紀錄、Google map,環保課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,以柴油動力垃圾車清除運輸一般廢棄物,1.31,tkm,Taiwan EPA,TW,2018,0.862348794937134,,3,運輸 運輸 一般事業廢棄物-運輸 tkm,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=tkm, factor_unit=tkm"
其他未分類製程-其他未歸類設施,其他電力,外購電力,"10,222.7020",千度,台電電費單,總務課,連續量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Electricity Low Voltage, domestic use General",0.162380925,kg CO2e/MJ ,Idemat,EU,2024,0.811118304729462,此為國際平均值，實際情況可能因地區而異,3,其他電力 其他電力 electricity power 其他未分類製程-其他未歸類設施 外購電力 千度,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=千度, factor_unit=kg CO2e/MJ "
引擎發電程序-柴油引擎,柴油,固定 (E),19.5741,公秉,購入發票,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,柴油（於水路運輸移動源使用，2017）,3.37,l,Taiwan EPA,TW,2019,0.845843553543091,,3,柴油 柴油 diesel fuel 引擎發電程序-柴油引擎 固定 (E) 公秉,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
交通運輸活動-運輸作業車輛,柴油,移動 (T),88.2700,公秉,購入發票,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2016）,3.61,l,Taiwan EPA,TW,2018,0.906787395477295,,3,柴油 柴油 diesel fuel 交通運輸活動-運輸作業車輛 移動 (T) 公秉,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
交通運輸活動-運輸作業車輛,車用汽油,移動 (T),23.7040,公秉,購入發票,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2016）,3.61,l,Taiwan EPA,TW,2018,0.872793078422546,,3,車用汽油 車用汽油 gasoline petrol 交通運輸活動-運輸作業車輛 移動 (T) 公秉,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
非製造程序-堆高機,車用汽油,移動 (T),5.8801,公秉,購入發票,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2018）,3.6,l,Taiwan EPA,TW,2020,0.860475480556488,,3,車用汽油 車用汽油 gasoline petrol 非製造程序-堆高機 移動 (T) 公秉,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
消防活動-消防設施,滅火器,逸散 (F),0.0584,公噸,使用量,工安課,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,Blast furnace gas,0.000247,kg CO2e/tonne,GHG Protocol Cross-Sector v2.0 (2024),Global,2024,0.747565865516663,此為國際平均值，實際情況可能因地區而異,3,滅火器 滅火器 消防活動-消防設施 逸散 (F) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,0.0000144248,0.0000000144248,已計算,活動數據 0.0584 公噸 -> 0.0584 t; * factor
水肥處理程序-化糞池,水肥,逸散 (F),"219,307.5876",人小時,工時紀錄,工安課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,廢(污)水處理服務(科技部新竹科學工業園區管理局竹南園區污水處理廠),0.553,m3,Taiwan EPA,TW,2020,0.831236124038696,,3,水肥 水肥 水肥處理程序-化糞池 逸散 (F) 人小時,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=人小時, factor_unit=m3"
