Training ID,原始採購品名,標準品名,大類,子類,資料型態,主要材料,建議規格欄位,常用單位,Scope 3候選類別,排放係數匹配關鍵字,資料品質,訓練備註,適用產業
RP-0731,港灣型攔油索一批,港灣型攔油索,其他財物,其他製造商品,公開決標採購品名,其他製造商品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,港灣型攔油索 / 其他製造商品 / 其他產業 / 其他財物 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70616914；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,其他產業
RP-0732,萬新國中廚房設備更新及安裝採購,萬新國中廚房設備更新及安裝採購,機械／零組件,"食品,飲料及菸草處理之機具及其零件",公開決標採購品名,"食品,飲料及菸草處理之機具及其零件",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,萬新國中廚房設備更新及安裝採購 / 食品 / 飲料及菸草處理之機具及其零件 / 機械設備 / 機械 / 零組件 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70616931；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,機械設備
RP-0733,新北市立林口幼兒園113學年度營養餐點食材統一採購案,新北市立林口幼兒園113學年度營養餐點食材統一,食品／農產,"肉類,魚,果實,蔬菜,及油脂",公開決標採購品名,"肉類,魚,果實,蔬菜,及油脂",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,新北市立林口幼兒園113學年度營養餐點食材統一 / 肉類 / 魚 / 果實 / 蔬菜 / 及油脂 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70616939；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0734,「113年端點偵查設備管理系統」採購案,「113年端點偵查設備管理系統」,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,「113年端點偵查設備管理系統」 / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70616957；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
RP-0735,指示燈泡等6項,指示燈泡等6項,其他財物,"武器,彈藥及其零件",公開決標採購品名,"武器,彈藥及其零件",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,指示燈泡等6項 / 武器 / 彈藥及其零件 / 其他產業 / 其他財物 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70616958；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,其他產業
RP-0736,胸腔引流調節器單價開口契約,胸腔引流調節器單價開口契約,醫療用品／藥品,醫藥產品,公開決標採購品名,醫藥產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,胸腔引流調節器單價開口契約 / 醫藥產品 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70616963；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0737,"硫酸(60%~63%)-本島450,000公斤","硫酸(60%~63%)-本島450,000公斤",化學品／塑橡膠,基本化學產品,公開決標採購品名,基本化學產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,硫酸(60%~63%)-本島450 / 000公斤 / 基本化學產品 / 化工塑橡膠 / 化學品 / 塑橡膠 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70616970；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,化工塑橡膠
RP-0738,導管固定防水透氣敷料單價開口契約,導管固定防水透氣敷料單價開口契約,醫療用品／藥品,醫藥產品,公開決標採購品名,醫藥產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,導管固定防水透氣敷料單價開口契約 / 醫藥產品 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70616973；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0739,113學年度外訂盒(桶)餐採購案,113學年度外訂盒(桶)餐,食品／農產,"肉類,魚,果實,蔬菜,及油脂",公開決標採購品名,"肉類,魚,果實,蔬菜,及油脂",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113學年度外訂盒(桶)餐 / 肉類 / 魚 / 果實 / 蔬菜 / 及油脂 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617010；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0740,113年新竹二場加藥機汰換採購,113年新竹二場加藥機汰換採購,電力設備／電材,其他電力設備及零件,公開決標採購品名,其他電力設備及零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年新竹二場加藥機汰換採購 / 其他電力設備及零件 / 電機電控 / 電力設備 / 電材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617032；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,電機電控
RP-0741,數位乳房斷層攝影系統一式(含房間工程)及保固期滿後五年維護規範,數位乳房斷層攝影系統一式(含房間工程)及保固期滿後五年維護規範,醫療用品／藥品,"醫療,外科及矯形設備",公開決標採購品名,"醫療,外科及矯形設備",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,數位乳房斷層攝影系統一式(含房間工程)及保固期滿後五年維護規範 / 醫療 / 外科及矯形設備 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617044；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0742,113學年度文光、永寧、梧棲、中港等國小午餐及幼兒園點心食材聯合採購,113學年度文光、永寧、梧棲、中港等國小午餐及幼兒園點心食材聯合採購,食品／農產,"肉類,魚,果實,蔬菜,及油脂",公開決標採購品名,"肉類,魚,果實,蔬菜,及油脂",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113學年度文光、永寧、梧棲、中港等國小午餐及幼兒園點心食材聯合採購 / 肉類 / 魚 / 果實 / 蔬菜 / 及油脂 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617046；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0743,高速攝影機一台,高速攝影機一台,儀器／光學設備,"光學儀器,攝影設備及其零件與附件",公開決標採購品名,"光學儀器,攝影設備及其零件與附件",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,高速攝影機一台 / 光學儀器 / 攝影設備及其零件與附件 / 儀器光電 / 儀器 / 光學設備 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617067；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,儀器光電
RP-0744,大林工場6g棒型細砂提袋購置,大林工場6g棒型細砂提袋購置,紙品／印刷／包材,"紙漿,紙及紙產品;印刷品及相關的商品",公開決標採購品名,"紙漿,紙及紙產品;印刷品及相關的商品",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,大林工場6g棒型細砂提袋購置 / 紙漿 / 紙及紙產品 / 印刷品及相關的商品 / 包材印刷 / 紙品 / 印刷 / 包材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617091；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,包材印刷
RP-0745,113學年度棒球隊外訂熟食,113學年度棒球隊外訂熟食,食品／農產,"肉類,魚,果實,蔬菜,及油脂",公開決標採購品名,"肉類,魚,果實,蔬菜,及油脂",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113學年度棒球隊外訂熟食 / 肉類 / 魚 / 果實 / 蔬菜 / 及油脂 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617104；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0746,嘉義市113年度教育部補助校園網路優化－中小學教室無線網路建置採購,嘉義市113年度教育部補助校園網路優化－中小學教室無線網路建置採購,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,嘉義市113年度教育部補助校園網路優化－中小學教室無線網路建置採購 / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617106；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
RP-0747,113年宿舍網路設備採購案,113年宿舍網路設備,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年宿舍網路設備 / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617109；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
RP-0748,113年3.49噸小型運郵卡車10輛,113年3.49噸小型運郵卡車10輛,車輛／運輸設備,"機動車,拖車,半拖車;車輛機件",公開決標採購品名,"機動車,拖車,半拖車;車輛機件",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年3.49噸小型運郵卡車10輛 / 機動車 / 拖車 / 半拖車 / 車輛機件 / 運輸設備 / 車輛 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617112；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,運輸設備
RP-0749,113年七區網路交換器汰換採購,113年七區網路交換器汰換採購,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年七區網路交換器汰換採購 / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617134；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
RP-0750,阿納鯧鰺Trachinotusanak魚苗5公分以上8.5萬尾放流採購(花蓮縣),阿納鯧鰺Trachinotusanak魚苗5公分以上8.5萬尾放流採購(花蓮縣),食品／農產,魚類及其他魚類產物,公開決標採購品名,魚類及其他魚類產物,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,阿納鯧鰺Trachinotusanak魚苗5公分以上8.5萬尾放流採購(花蓮縣) / 魚類及其他魚類產物 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617143；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0751,台中供油泵浦振動自動量測系統及白油集管區柴油回收泵1台(含安裝),台中供油泵浦振動自動量測系統及白油集管區柴油回收泵1台(含安裝),機械／零組件,"引擎,渦輪及其零件",公開決標採購品名,"引擎,渦輪及其零件",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,台中供油泵浦振動自動量測系統及白油集管區柴油回收泵1台(含安裝) / 引擎 / 渦輪及其零件 / 機械設備 / 機械 / 零組件 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617164；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,機械設備
RP-0752,113年大提琴(第3席位專用)採購案,113年大提琴(第3席位專用),其他財物,樂器,公開決標採購品名,樂器,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年大提琴(第3席位專用) / 樂器 / 其他產業 / 其他財物 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617166；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,其他產業
RP-0753,高強度聚焦超音波消融系統(或同等品)等5項,高強度聚焦超音波消融系統(或同等品)等5項,醫療用品／藥品,醫藥產品,公開決標採購品名,醫藥產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,高強度聚焦超音波消融系統(或同等品)等5項 / 醫藥產品 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617180；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0754,113年度彰化縣鹿港鎮公所採購都市計畫區計畫道路已開闢未徵收道路土地,113年度彰化縣鹿港鎮公所採購都市計畫區計畫道路已開闢未徵收道路土地,其他財物,其他土地,公開決標採購品名,其他土地,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年度彰化縣鹿港鎮公所採購都市計畫區計畫道路已開闢未徵收道路土地 / 其他土地 / 其他產業 / 其他財物 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617183；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,其他產業
RP-0755,(霧峰所)速度型橫軸奧多曼電子式水量計(含安裝、試車)乙批,(霧峰所)速度型橫軸奧多曼電子式水量計(含安裝、試車),儀器／光學設備,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開決標採購品名,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,(霧峰所)速度型橫軸奧多曼電子式水量計(含安裝、試車) / 做為測量、檢查、航行及其他目的用之儀器和裝置 / 除光學儀器 / 工業程序控制設備 / 上述各項之零件及附件 / 儀器光電 / 儀器 / 光學設備 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617210；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,儀器光電
RP-0756,"液態氧儲槽3,000L(含地基圍籬)租賃等2項","液態氧儲槽3,000L(含地基圍籬)租賃等2項",醫療用品／藥品,醫藥產品,公開決標採購品名,醫藥產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,液態氧儲槽3 / 000L(含地基圍籬)租賃等2項 / 醫藥產品 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617217；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0757,陽明高中113學年度第1學期教科書財物採購案,陽明高中113學年度第1學期教科書財物,紙品／印刷／包材,"紙漿,紙及紙產品;印刷品及相關的商品",公開決標採購品名,"紙漿,紙及紙產品;印刷品及相關的商品",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,陽明高中113學年度第1學期教科書財物 / 紙漿 / 紙及紙產品 / 印刷品及相關的商品 / 包材印刷 / 紙品 / 印刷 / 包材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617228；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,包材印刷
RP-0758,2600mm超音波式水量計1套(含安裝試車),2600mm超音波式水量計1套(含安裝試車),儀器／光學設備,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開決標採購品名,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,2600mm超音波式水量計1套(含安裝試車) / 做為測量、檢查、航行及其他目的用之儀器和裝置 / 除光學儀器 / 工業程序控制設備 / 上述各項之零件及附件 / 儀器光電 / 儀器 / 光學設備 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617234；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,儀器光電
RP-0759,113年工作服採購案,113年工作服,機械／零組件,"製造紡織品,服裝及皮革產品之機具及其零件",公開決標採購品名,"製造紡織品,服裝及皮革產品之機具及其零件",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年工作服 / 製造紡織品 / 服裝及皮革產品之機具及其零件 / 機械設備 / 機械 / 零組件 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617250；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,機械設備
RP-0760,「電動乘坐式割草機採購案」,「電動乘坐式割草機採購案」,機械／零組件,農業或林業機具及其零件,公開決標採購品名,農業或林業機具及其零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,「電動乘坐式割草機採購案」 / 農業或林業機具及其零件 / 機械設備 / 機械 / 零組件 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617254；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,機械設備
RP-0761,大湳廠污泥進料設備採購,大湳廠污泥進料設備採購,機械／零組件,其他特殊用途之機具及其零件,公開決標採購品名,其他特殊用途之機具及其零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,大湳廠污泥進料設備採購 / 其他特殊用途之機具及其零件 / 機械設備 / 機械 / 零組件 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617257；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,機械設備
RP-0762,Trastuzumabderuxtecaninj.100mg藥品採購案,Trastuzumabderuxtecaninj.100mg藥品,醫療用品／藥品,醫藥產品,公開決標採購品名,醫藥產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,Trastuzumabderuxtecaninj.100mg藥品 / 醫藥產品 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617264；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0763,113學年度中壢高鐵幼兒園餐點食材採購,113學年度中壢高鐵幼兒園餐點食材採購,食品／農產,"肉類,魚,果實,蔬菜,及油脂",公開決標採購品名,"肉類,魚,果實,蔬菜,及油脂",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113學年度中壢高鐵幼兒園餐點食材採購 / 肉類 / 魚 / 果實 / 蔬菜 / 及油脂 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617290；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0764,送水車2輛,送水車2輛,車輛／運輸設備,"機動車,拖車,半拖車;車輛機件",公開決標採購品名,"機動車,拖車,半拖車;車輛機件",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,送水車2輛 / 機動車 / 拖車 / 半拖車 / 車輛機件 / 運輸設備 / 車輛 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617303；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,運輸設備
RP-0765,「113年度社頭鄉立圖書館圖書採購案」,「113年度社頭鄉立圖書館圖書採購案」,紙品／印刷／包材,"紙漿,紙及紙產品;印刷品及相關的商品",公開決標採購品名,"紙漿,紙及紙產品;印刷品及相關的商品",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,「113年度社頭鄉立圖書館圖書採購案」 / 紙漿 / 紙及紙產品 / 印刷品及相關的商品 / 包材印刷 / 紙品 / 印刷 / 包材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617306；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,包材印刷
RP-0766,113至115年度衛廚材料開口契約財物採購併案招標案,113至115年度衛廚材料開口契約財物採購併案招標案,機械／零組件,其他特殊用途之機具及其零件,公開決標採購品名,其他特殊用途之機具及其零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113至115年度衛廚材料開口契約財物採購併案招標案 / 其他特殊用途之機具及其零件 / 機械設備 / 機械 / 零組件 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617336；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,機械設備
RP-0767,HEGWEIN點火控制系統專用配件(含安裝、測試及教育訓練等),HEGWEIN點火控制系統專用配件(含安裝、測試及教育訓練等),儀器／光學設備,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開決標採購品名,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,HEGWEIN點火控制系統專用配件(含安裝、測試及教育訓練等) / 做為測量、檢查、航行及其他目的用之儀器和裝置 / 除光學儀器 / 工業程序控制設備 / 上述各項之零件及附件 / 儀器光電 / 儀器 / 光學設備 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617348；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,儀器光電
RP-0768,洛新骨內植體(骨高度錐形)-8~16mm(SLActive)(或同等品)等5項,洛新骨內植體(骨高度錐形)-8~16mm(SLActive)(或同等品)等5項,醫療用品／藥品,醫藥產品,公開決標採購品名,醫藥產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,洛新骨內植體(骨高度錐形)-8~16mm(SLActive)(或同等品)等5項 / 醫藥產品 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617392；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0769,努特徹500國際單位注射液劑(或同等品),努特徹500國際單位注射液劑(或同等品),醫療用品／藥品,醫藥產品,公開決標採購品名,醫藥產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,努特徹500國際單位注射液劑(或同等品) / 醫藥產品 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617393；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0770,113年度下半年收容人副食品聯合招標採購案(水產類),113年度下半年收容人副食品聯合招標採購案(水產類),食品／農產,魚類及其他魚類產物,公開決標採購品名,魚類及其他魚類產物,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年度下半年收容人副食品聯合招標採購案(水產類) / 魚類及其他魚類產物 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617395；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0771,身體組成分析儀,身體組成分析儀,醫療用品／藥品,"醫療,外科及矯形設備",公開決標採購品名,"醫療,外科及矯形設備",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,身體組成分析儀 / 醫療 / 外科及矯形設備 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617405；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0772,種蝦生殖腺成熟度孕期判斷模組暨智慧管理平台壹式,種蝦生殖腺成熟度孕期判斷模組暨智慧管理平台壹式,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,種蝦生殖腺成熟度孕期判斷模組暨智慧管理平台壹式 / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617426；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
RP-0773,114年潭頂場300HP抽水機汰換,114年潭頂場300HP抽水機汰換,機械／零組件,"幫浦,壓縮機,液壓與氣動引擎,閥門及其零件",公開決標採購品名,"幫浦,壓縮機,液壓與氣動引擎,閥門及其零件",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,114年潭頂場300HP抽水機汰換 / 幫浦 / 壓縮機 / 液壓與氣動引擎 / 閥門及其零件 / 機械設備 / 機械 / 零組件 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617435；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,機械設備
RP-0774,113年度近海水文觀測儀器設備採購,113年度近海水文觀測儀器設備採購,儀器／光學設備,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開決標採購品名,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年度近海水文觀測儀器設備採購 / 做為測量、檢查、航行及其他目的用之儀器和裝置 / 除光學儀器 / 工業程序控制設備 / 上述各項之零件及附件 / 儀器光電 / 儀器 / 光學設備 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617459；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,儀器光電
RP-0775,3D雷射數位顯微鏡採購案,3D雷射數位顯微鏡,儀器／光學設備,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開決標採購品名,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,3D雷射數位顯微鏡 / 做為測量、檢查、航行及其他目的用之儀器和裝置 / 除光學儀器 / 工業程序控制設備 / 上述各項之零件及附件 / 儀器光電 / 儀器 / 光學設備 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617460；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,儀器光電
RP-0776,非游離輻射監測設備採購案,非游離輻射監測設備,儀器／光學設備,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開決標採購品名,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,非游離輻射監測設備 / 做為測量、檢查、航行及其他目的用之儀器和裝置 / 除光學儀器 / 工業程序控制設備 / 上述各項之零件及附件 / 儀器光電 / 儀器 / 光學設備 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617468；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,儀器光電
RP-0777,資料庫儲存設備及運算擴充,資料庫儲存設備及運算擴充,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,資料庫儲存設備及運算擴充 / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617471；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
