Training ID,原始採購品名,標準品名,大類,子類,資料型態,主要材料,建議規格欄位,常用單位,Scope 3候選類別,排放係數匹配關鍵字,資料品質,訓練備註,適用產業
PI-0451,CNC銑床加工費 常用規格,CNC銑床加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0452,CNC銑床加工費-採購,CNC銑床加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0453,沖壓加工費,沖壓加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0454,沖壓加工費 batch,沖壓加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0455,沖壓加工費 常用規格,沖壓加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0456,沖壓加工費-採購,沖壓加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0457,焊接加工費,焊接加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0458,焊接加工費 batch,焊接加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0459,焊接加工費 常用規格,焊接加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0460,焊接加工費-採購,焊接加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0461,研磨加工費,研磨加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0462,研磨加工費 batch,研磨加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0463,研磨加工費 常用規格,研磨加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0464,研磨加工費-採購,研磨加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0465,陽極處理加工費,陽極處理加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0466,陽極處理加工費 batch,陽極處理加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0467,陽極處理加工費 常用規格,陽極處理加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0468,陽極處理加工費-採購,陽極處理加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0469,電鍍加工費,電鍍加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0470,電鍍加工費 batch,電鍍加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0471,電鍍加工費 常用規格,電鍍加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0472,電鍍加工費-採購,電鍍加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0473,熱處理加工費,熱處理加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0474,熱處理加工費 batch,熱處理加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0475,熱處理加工費 常用規格,熱處理加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0476,熱處理加工費-採購,熱處理加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0477,粉體烤漆加工費,粉體烤漆加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0478,粉體烤漆加工費 batch,粉體烤漆加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0479,粉體烤漆加工費 常用規格,粉體烤漆加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0480,粉體烤漆加工費-採購,粉體烤漆加工費,委外加工,金屬/表面/熱處理,服務,加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,batch,範疇3 類別1,metal processing service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/電子
PI-0481,晶片電阻,晶片電阻,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0482,晶片電阻 pcs,晶片電阻,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0483,晶片電阻 常用規格,晶片電阻,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0484,晶片電阻-採購,晶片電阻,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0485,積層陶瓷電容,積層陶瓷電容,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0486,積層陶瓷電容 pcs,積層陶瓷電容,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0487,積層陶瓷電容 常用規格,積層陶瓷電容,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0488,積層陶瓷電容-採購,積層陶瓷電容,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0489,鋁質電解電容,鋁質電解電容,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0490,鋁質電解電容 pcs,鋁質電解電容,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0491,鋁質電解電容 常用規格,鋁質電解電容,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0492,鋁質電解電容-採購,鋁質電解電容,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0493,功率電感,功率電感,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0494,功率電感 pcs,功率電感,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0495,功率電感 常用規格,功率電感,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0496,功率電感-採購,功率電感,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0497,板對板連接器,板對板連接器,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0498,板對板連接器 pcs,板對板連接器,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0499,板對板連接器 常用規格,板對板連接器,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0500,板對板連接器-採購,板對板連接器,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0501,印刷電路板PCB,印刷電路板PCB,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0502,印刷電路板PCB pcs,印刷電路板PCB,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0503,印刷電路板PCB 常用規格,印刷電路板PCB,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0504,印刷電路板PCB-採購,印刷電路板PCB,電子材料,被動元件/連接器/板材,零組件,陶瓷/金屬/樹脂/半導體,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electronic components / printed circuit board,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,電子零組件
PI-0505,LED發光二極體,LED發光二極體,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0506,LED發光二極體 pcs,LED發光二極體,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0507,LED發光二極體 常用規格,LED發光二極體,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0508,LED發光二極體-採購,LED發光二極體,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0509,紅外線LED,紅外線LED,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0510,紅外線LED pcs,紅外線LED,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0511,紅外線LED 常用規格,紅外線LED,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0512,紅外線LED-採購,紅外線LED,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0513,光電二極體,光電二極體,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0514,光電二極體 pcs,光電二極體,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0515,光電二極體 常用規格,光電二極體,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0516,光電二極體-採購,光電二極體,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0517,光學透鏡,光學透鏡,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0518,光學透鏡 pcs,光學透鏡,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0519,光學透鏡 常用規格,光學透鏡,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0520,光學透鏡-採購,光學透鏡,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0521,擴散板,擴散板,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0522,擴散板 pcs,擴散板,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0523,擴散板 常用規格,擴散板,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0524,擴散板-採購,擴散板,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0525,導光板,導光板,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0526,導光板 pcs,導光板,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0527,導光板 常用規格,導光板,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0528,導光板-採購,導光板,光電材料,LED/光學元件,零組件,半導體/光學塑膠/玻璃,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,optoelectronic component / optical plastic,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,光電/電子零組件
PI-0529,大豆油墨,大豆油墨,印刷耗材,油墨/版材/紙材,耗材,紙/油墨/塗料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,printing ink / coated paper,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,包材印刷
PI-0530,大豆油墨 kg,大豆油墨,印刷耗材,油墨/版材/紙材,耗材,紙/油墨/塗料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,printing ink / coated paper,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,包材印刷
PI-0531,大豆油墨 常用規格,大豆油墨,印刷耗材,油墨/版材/紙材,耗材,紙/油墨/塗料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,printing ink / coated paper,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,包材印刷
PI-0532,大豆油墨-採購,大豆油墨,印刷耗材,油墨/版材/紙材,耗材,紙/油墨/塗料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,printing ink / coated paper,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,包材印刷
PI-0533,UV油墨,UV油墨,印刷耗材,油墨/版材/紙材,耗材,紙/油墨/塗料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,printing ink / coated paper,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,包材印刷
PI-0534,UV油墨 kg,UV油墨,印刷耗材,油墨/版材/紙材,耗材,紙/油墨/塗料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,printing ink / coated paper,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,包材印刷
PI-0535,UV油墨 常用規格,UV油墨,印刷耗材,油墨/版材/紙材,耗材,紙/油墨/塗料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,printing ink / coated paper,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,包材印刷
PI-0536,UV油墨-採購,UV油墨,印刷耗材,油墨/版材/紙材,耗材,紙/油墨/塗料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,printing ink / coated paper,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,包材印刷
PI-0537,印刷用PS版,印刷用PS版,印刷耗材,油墨/版材/紙材,耗材,紙/油墨/塗料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,printing ink / coated paper,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,包材印刷
